Restaurant_Name,Topic,Rating_Overall,Detail,Date_Written
เดอะ สลัด คอนเซ็ปท์,No Title,,I ordered a salad with food panda here once. I got a couple Tesco bought salad bags and packets of dressing. What a rip off. The salad was not made and if I wanted to buy groceries I would have gone to Tesco to buy salad bags,"June 25, 2019"
เดอะ สลัด คอนเซ็ปท์,No Title,,"Really wanted to dislike this place based on the fact that it’s a trendy western restaurant resembling a Jason’s deli from the outside. Sometimes you just need something fresh and after a month eating Thai food, I was there. Ended up eating here twice in one day. The menu is extensive and has plenty of options from salads and smoothies to quinoa bowls and huge selection of appetizers. One of the only places I’ve found that does actual fruit smoothies with real fruit and the option to have no sugar added in most. Highly recommend giving this place a shot if you’re craving some greens!","June 14, 2019"
เดอะ สลัด คอนเซ็ปท์,No Title,,"Big menu of salads, fresh juices and much more at excellent prices. Service fast and with a smile. Place is very popular as well","June 12, 2019"
เดอะ สลัด คอนเซ็ปท์,No Title,,"As I am a salads lover, we love their menu, love the dressing, has been there for twice times during my vacation in Chiang Mai, highly recommend if you are caring about your healthy life. Great ideas. Bravo girls","May 10, 2019"
เดอะ สลัด คอนเซ็ปท์,No Title,,My best friend and I came here yesterday and our bodies have been trying to get rid of the salad both ends. AVOID if you dont want to lose a day in bed being ill,"April 6, 2019"
เดอะ สลัด คอนเซ็ปท์,No Title,,"It looks good on the menu, its not when you eat it. I had the pancakes and eggs+bacon. Not good at all, and they make you pay 135 bhat for something you can make yourself a 100 times better. They give you a pile of salad on the side where 99% is just lettuce. The service wasnt any good, the food took much longer time then needed in reference to what you actually get. I would say to go litteraly anywhere else.","March 23, 2019"
เดอะ สลัด คอนเซ็ปท์,No Title,,"Loved the food, salmon salad was lovely and came with a lot of ingredients. I got a take away one day and ended up with 8 plastic packets and pots. Take your own in if you want a take away and you get a free ingredient extra. Best to eat in. Staff could be more friendly but I dont speak Thai so my fault ordering was hard not theirs. A smile would have been nice when they made a mistake though.","March 6, 2019"
เดอะ สลัด คอนเซ็ปท์,No Title,,"Delicious fresh, healthy food (and also not-so-healthy, e.g. Northern-style sausage, if you're so inclined), with a huge selection of super-healthy and delicious juices and smoothies. In contrast to some reviews, I found prices very reasonable, ridiculously so in some cases. (For example, a huge chicken caesar salad wrap, so overstuffed with big chunks of chicken, croutons, lettuce and a delicious dressing that it fell apart when picked up, plus a freshly-squeezed carrot-apple juice, all for 206 THB? Crazy!) Good breakfast selection too, available all day, but with too late an opening time (9:00 AM) for me to partake. Read less","March 2, 2019"
เดอะ สลัด คอนเซ็ปท์,No Title,,I paid 369 baht for a meal but it is worth. I choose B Berry with all kinds of berry is the best drink the I have drunk. The big bowl of salad is made by fresh vegetable. The pasta is so tasty.,"February 25, 2019"
เดอะ สลัด คอนเซ็ปท์,No Title,,I read some of the bad reviews for this restaurant. There were some criticisms made which may be appropriate but our meal was really delicious. There are lots of great juice bars in Chiang Mai but we were craving a green leafy salad and the salad here was awesome. We also enjoyed various juices and a shot of wheat germ as my wife was coming down with a cold. I also had the Laab with chicken which was spicy and very tasty. No complaints from us at all.,"February 18, 2019"
เดอะ สลัด คอนเซ็ปท์,No Title,,"We had a good light meal, though we choose not to be 100% healthy. Had fried fish and fried mushroom, but with quinoa veggie wrap and a salmon sashimi salad.","February 17, 2019"
เดอะ สลัด คอนเซ็ปท์,No Title,,"The Salad Concept is a nice place for a lunch break from the heat. In an (over) air-conditioned restaurant that would be at home in New York City or LA, you get to build a bespoke salad or wrap using a check list on a piece of paper at your table. Veggies, proteins, dressing, etc. Perfect for our dirty ketogenic/South Beach way of eating! Lunch is a bit pricey here – it runs us about 400 Baht for the two of us ($13US), but the salads are huge and awesome. Read less","February 15, 2019"
